,Outline,Critical,ID.,Descrição dos Serviços,Empreiteiro,Dur,Início,Fim,Início,Fim,%,Início,Fim,Observações,periodo
115,4,Yes,535,CHUMBAMENTO DE PRUMADAS - 31 ANDAR,Empresa 2,2 d,2021-07-08 00:00:00,2021-07-12 00:00:00,2021-08-16 00:00:00,2021-08-17 00:00:00,,2021-08-18 00:00:00,2021-08-20 00:00:00,,2021-08-01
116,4,Yes,562,MARCAÇÃO TOTAL DA ALVENARIA - 24 ANDAR,Empresa 3,4 d,2021-05-24 00:00:00,2021-05-27 00:00:00,2021-07-07 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
117,4,Yes,564,MARCAÇÃO TOTAL DA ALVENARIA - 26 ANDAR,Empresa 3,4 d,2021-06-08 00:00:00,2021-06-11 00:00:00,2021-07-16 00:00:00,2021-07-21 00:00:00,1,,,,2021-08-01
118,4,Yes,565,MARCAÇÃO TOTAL DA ALVENARIA - 27 ANDAR,Empresa 3,4 d,2021-06-14 00:00:00,2021-06-17 00:00:00,2021-07-22 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
119,4,Yes,566,MARCAÇÃO TOTAL DA ALVENARIA - 28 ANDAR,Empresa 3,4 d,2021-06-21 00:00:00,2021-06-24 00:00:00,2021-07-28 00:00:00,2021-08-02 00:00:00,1,,,,2021-08-01
120,4,Yes,567,MARCAÇÃO TOTAL DA ALVENARIA - 29 ANDAR,Empresa 3,4 d,2021-06-28 00:00:00,2021-07-01 00:00:00,2021-08-04 00:00:00,2021-08-09 00:00:00,1,,,,2021-08-01
121,4,Yes,568,MARCAÇÃO TOTAL DA ALVENARIA - 30 ANDAR,Empresa 3,4 d,2021-07-05 00:00:00,2021-07-08 00:00:00,2021-08-11 00:00:00,2021-08-16 00:00:00,1,,,,2021-08-01
122,4,Yes,594,ELEVAÇÃO TOTAL DA ALVENARIA - 22 ANDAR,Empresa 3,5 d,2021-05-20 00:00:00,2021-05-26 00:00:00,2021-07-14 00:00:00,2021-07-20 00:00:00,1,,,,2021-08-01
123,4,Yes,595,ELEVAÇÃO TOTAL DA ALVENARIA - 23 ANDAR,Empresa 3,5 d,2021-05-27 00:00:00,2021-06-02 00:00:00,2021-07-06 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
124,4,Yes,596,ELEVAÇÃO TOTAL DA ALVENARIA - 24 ANDAR,Empresa 3,5 d,2021-06-04 00:00:00,2021-06-10 00:00:00,2021-07-21 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
125,4,Yes,598,ELEVAÇÃO TOTAL DA ALVENARIA - 26 ANDAR,Empresa 3,5 d,2021-06-18 00:00:00,2021-06-24 00:00:00,2021-07-28 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
126,4,Yes,599,ELEVAÇÃO TOTAL DA ALVENARIA - 27 ANDAR,Empresa 3,5 d,2021-06-25 00:00:00,2021-07-01 00:00:00,2021-08-04 00:00:00,2021-08-10 00:00:00,1,,,,2021-08-01
127,4,No,625,CHUMBAMENTO DE CAIXAS ELÉTRICAS - 19 ANDAR,Empresa 2,4 d,2021-05-06 00:00:00,2021-05-11 00:00:00,2021-07-06 00:00:00,2021-07-12 00:00:00,1,,,,2021-08-01
128,4,No,628,CHUMBAMENTO DE CAIXAS ELÉTRICAS - 22 ANDAR,Empresa 2,4 d,2021-05-27 00:00:00,2021-06-01 00:00:00,2021-07-21 00:00:00,2021-07-26 00:00:00,1,,,,2021-08-01
129,4,No,629,CHUMBAMENTO DE CAIXAS ELÉTRICAS - 23 ANDAR,Empresa 2,4 d,2021-06-04 00:00:00,2021-06-09 00:00:00,2021-07-14 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
130,4,No,630,CHUMBAMENTO DE CAIXAS ELÉTRICAS - 24 ANDAR,Empresa 2,4 d,2021-06-11 00:00:00,2021-06-16 00:00:00,2021-07-28 00:00:00,2021-08-02 00:00:00,1,,,,2021-08-01
131,4,No,632,CHUMBAMENTO DE CAIXAS ELÉTRICAS - 26 ANDAR,Empresa 2,4 d,2021-06-25 00:00:00,2021-06-30 00:00:00,2021-08-04 00:00:00,2021-08-09 00:00:00,1,,,,2021-08-01
132,4,Yes,663,DISTRIBUIÇÃO HIDRÁULICA DE TETO - 23 ANDAR,Empresa 2,2 d,2021-06-10 00:00:00,2021-06-15 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,1,,,,2021-08-01
133,4,Yes,664,DISTRIBUIÇÃO HIDRÁULICA DE TETO - 24 ANDAR,Empresa 2,2 d,2021-06-17 00:00:00,2021-06-22 00:00:00,2021-07-28 00:00:00,2021-07-29 00:00:00,1,,,,2021-08-01
134,4,Yes,666,DISTRIBUIÇÃO HIDRÁULICA DE TETO - 26 ANDAR,Empresa 2,2 d,2021-07-01 00:00:00,2021-07-06 00:00:00,2021-08-04 00:00:00,2021-08-05 00:00:00,1,,,,2021-08-01
135,4,Yes,667,DISTRIBUIÇÃO HIDRÁULICA DE TETO - 27 ANDAR,Empresa 2,2 d,2021-07-08 00:00:00,2021-07-14 00:00:00,2021-08-11 00:00:00,2021-08-12 00:00:00,1,,,,2021-08-01
136,4,Yes,693,CONTRAPISO NAS ÁREAS SECAS (incluso cozinha) - 19 ANDAR,Empresa 4,5 d,2021-05-19 00:00:00,2021-05-25 00:00:00,2021-07-07 00:00:00,2021-07-14 00:00:00,1,,,,2021-08-01
137,4,Yes,695,CONTRAPISO NAS ÁREAS SECAS (incluso cozinha) - 21 ANDAR,Empresa 4,5 d,2021-06-02 00:00:00,2021-06-09 00:00:00,2021-07-15 00:00:00,2021-07-21 00:00:00,1,,,,2021-08-01
138,4,Yes,696,CONTRAPISO NAS ÁREAS SECAS (incluso cozinha) - 22 ANDAR,Empresa 4,5 d,2021-06-10 00:00:00,2021-06-16 00:00:00,2021-08-06 00:00:00,2021-08-12 00:00:00,0.75,,2021-08-20 00:00:00,,2021-08-01
139,4,Yes,697,CONTRAPISO NAS ÁREAS SECAS (incluso cozinha) - 23 ANDAR,Empresa 4,5 d,2021-06-17 00:00:00,2021-06-23 00:00:00,2021-07-22 00:00:00,2021-07-28 00:00:00,1,,,,2021-08-01
140,4,Yes,698,CONTRAPISO NAS ÁREAS SECAS (incluso cozinha) - 24 ANDAR,Empresa 4,5 d,2021-06-24 00:00:00,2021-06-30 00:00:00,2021-07-30 00:00:00,2021-08-05 00:00:00,0.75,,2021-08-20 00:00:00,,2021-08-01
141,4,Yes,727,PONTOS E FAIXAS - ÁREAS SECAS - 19 ANDAR,Empresa 8,3 d,2021-05-26 00:00:00,2021-05-28 00:00:00,2021-07-27 00:00:00,2021-07-29 00:00:00,1,,,,2021-08-01
142,4,Yes,728,PONTOS E FAIXAS - ÁREAS SECAS - 20 ANDAR,Empresa 8,3 d,2021-06-02 00:00:00,2021-06-07 00:00:00,2021-07-07 00:00:00,2021-07-12 00:00:00,1,,,,2021-08-01
143,4,Yes,729,PONTOS E FAIXAS - ÁREAS SECAS - 21 ANDAR,Empresa 8,3 d,2021-06-10 00:00:00,2021-06-14 00:00:00,2021-07-22 00:00:00,2021-07-26 00:00:00,1,,,,2021-08-01
144,4,Yes,730,PONTOS E FAIXAS - ÁREAS SECAS - 22 ANDAR,Empresa 8,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-08-13 00:00:00,2021-08-17 00:00:00,1,,,,2021-08-01
145,4,Yes,731,PONTOS E FAIXAS - ÁREAS SECAS - 23 ANDAR,Empresa 8,3 d,2021-06-24 00:00:00,2021-06-28 00:00:00,2021-07-30 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
146,4,Yes,732,PONTOS E FAIXAS - ÁREAS SECAS - 24 ANDAR,Empresa 8,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-08-06 00:00:00,2021-08-10 00:00:00,1,,,,2021-08-01
147,4,Yes,761,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 19 ANDAR,Empresa 3,3 d,2021-05-31 00:00:00,2021-06-02 00:00:00,2021-07-30 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
148,4,Yes,762,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 20 ANDAR,Empresa 3,3 d,2021-06-08 00:00:00,2021-06-10 00:00:00,2021-07-13 00:00:00,2021-07-15 00:00:00,1,,,,2021-08-01
149,4,Yes,763,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 21 ANDAR,Empresa 3,3 d,2021-06-15 00:00:00,2021-06-17 00:00:00,2021-07-27 00:00:00,2021-07-29 00:00:00,1,,,,2021-08-01
150,4,Yes,764,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 22 ANDAR,Empresa 3,3 d,2021-06-22 00:00:00,2021-06-24 00:00:00,2021-08-18 00:00:00,2021-08-20 00:00:00,1,,,,2021-08-01
151,4,Yes,765,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 23 ANDAR,Empresa 3,3 d,2021-06-29 00:00:00,2021-07-01 00:00:00,2021-08-04 00:00:00,2021-08-06 00:00:00,1,,,,2021-08-01
152,4,Yes,766,PONTOS E FAIXAS - ÁREAS ÚMIDAS - 24 ANDAR,Empresa 3,3 d,2021-07-06 00:00:00,2021-07-08 00:00:00,2021-08-11 00:00:00,2021-08-13 00:00:00,1,,,,2021-08-01
153,4,Yes,796,FUNDOS DE QUADROS ELÉTRICOS - 20 ANDAR,Empresa 2,3 d,2021-06-11 00:00:00,2021-06-15 00:00:00,2021-07-16 00:00:00,2021-07-20 00:00:00,1,,,,2021-08-01
154,4,Yes,797,FUNDOS DE QUADROS ELÉTRICOS - 21 ANDAR,Empresa 2,3 d,2021-06-18 00:00:00,2021-06-22 00:00:00,2021-07-30 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
155,4,Yes,799,FUNDOS DE QUADROS ELÉTRICOS - 23 ANDAR,Empresa 2,3 d,2021-07-02 00:00:00,2021-07-06 00:00:00,2021-08-09 00:00:00,2021-08-11 00:00:00,1,,,,2021-08-01
156,4,Yes,800,FUNDOS DE QUADROS ELÉTRICOS - 24 ANDAR,Empresa 2,3 d,2021-07-12 00:00:00,2021-07-14 00:00:00,2021-08-16 00:00:00,2021-08-18 00:00:00,1,,,,2021-08-01
157,4,Yes,830,POSICIONAMENTO E CHUMBAMENTO DE CONTRAMARCOS - 20 ANDAR,Empresa 9,3 d,2021-06-16 00:00:00,2021-06-22 00:00:00,2021-07-21 00:00:00,2021-07-23 00:00:00,1,,,,2021-08-01
158,4,Yes,831,POSICIONAMENTO E CHUMBAMENTO DE CONTRAMARCOS - 21 ANDAR,Empresa 9,3 d,2021-06-23 00:00:00,2021-06-29 00:00:00,2021-08-04 00:00:00,2021-08-06 00:00:00,1,,,,2021-08-01
159,4,Yes,833,POSICIONAMENTO E CHUMBAMENTO DE CONTRAMARCOS - 23 ANDAR,Empresa 9,3 d,2021-07-07 00:00:00,2021-07-14 00:00:00,2021-08-12 00:00:00,2021-08-16 00:00:00,1,,,,2021-08-01
160,4,Yes,834,POSICIONAMENTO E CHUMBAMENTO DE CONTRAMARCOS - 24 ANDAR,Empresa 9,3 d,2021-07-15 00:00:00,2021-07-21 00:00:00,2021-08-19 00:00:00,2021-08-23 00:00:00,1,,,,2021-08-01
161,4,Yes,864,DISTRIBUIÇÃO HIDRÁULICA EM PAREDES - 20 ANDAR,Empresa 2,3 d,2021-06-23 00:00:00,2021-06-25 00:00:00,2021-07-26 00:00:00,2021-07-28 00:00:00,1,,,,2021-08-01
162,4,Yes,865,DISTRIBUIÇÃO HIDRÁULICA EM PAREDES - 21 ANDAR,Empresa 2,3 d,2021-06-30 00:00:00,2021-07-02 00:00:00,2021-08-09 00:00:00,2021-08-11 00:00:00,1,,,,2021-08-01
163,4,Yes,867,DISTRIBUIÇÃO HIDRÁULICA EM PAREDES - 23 ANDAR,Empresa 2,3 d,2021-07-15 00:00:00,2021-07-19 00:00:00,2021-08-17 00:00:00,2021-08-19 00:00:00,1,,,,2021-08-01
164,4,Yes,898,DISTRIBUIÇÃO DE GÁS EM PAREDES - 20 ANDAR,Empresa 2,3 d,2021-06-28 00:00:00,2021-06-30 00:00:00,2021-07-29 00:00:00,2021-08-02 00:00:00,1,,,,2021-08-01
165,4,Yes,899,DISTRIBUIÇÃO DE GÁS EM PAREDES - 21 ANDAR,Empresa 2,3 d,2021-07-05 00:00:00,2021-07-07 00:00:00,2021-08-12 00:00:00,2021-08-16 00:00:00,1,,,,2021-08-01
166,4,Yes,966,INFRAESTRUTURA DE EXAUSTÃO - 20 ANDAR,,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-08-03 00:00:00,2021-08-05 00:00:00,1,,,,2021-08-01
167,4,Yes,967,INFRAESTRUTURA DE EXAUSTÃO - 21 ANDAR,,3 d,2021-07-08 00:00:00,2021-07-13 00:00:00,2021-08-17 00:00:00,2021-08-19 00:00:00,1,,,Finalizado até o 24° pavimento,2021-08-01
168,4,No,1000,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 20 ANDAR,Empresa 2,4 d,2021-07-06 00:00:00,2021-07-13 00:00:00,2021-07-14 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
169,4,No,1001,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 21 ANDAR,Empresa 2,4 d,2021-07-14 00:00:00,2021-07-20 00:00:00,2021-07-20 00:00:00,2021-07-23 00:00:00,1,,,,2021-08-01
170,4,No,1002,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 22 ANDAR,Empresa 2,4 d,2021-07-21 00:00:00,2021-07-27 00:00:00,2021-08-11 00:00:00,2021-08-16 00:00:00,1,,,,2021-08-01
171,4,No,1003,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 23 ANDAR,Empresa 2,4 d,2021-07-28 00:00:00,2021-08-03 00:00:00,2021-07-30 00:00:00,2021-08-04 00:00:00,1,,,,2021-08-01
172,4,No,1004,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 24 ANDAR,Empresa 2,4 d,2021-08-04 00:00:00,2021-08-10 00:00:00,2021-08-05 00:00:00,2021-08-10 00:00:00,1,,,,2021-08-01
173,4,No,1006,FIAÇÃO ELÉTRICA E ARAME GUIA DE TELEFONIA - 26 ANDAR,Empresa 2,4 d,2021-08-18 00:00:00,2021-08-24 00:00:00,2021-08-17 00:00:00,2021-08-20 00:00:00,,2021-08-17 00:00:00,2021-08-20 00:00:00,,2021-08-01
174,4,No,1034,FIAÇÃO DE TELEFONIA - 20 ANDAR,Empresa 2,2 d,2021-07-14 00:00:00,2021-07-15 00:00:00,2021-07-16 00:00:00,2021-07-19 00:00:00,,,,Serviço não contratado,2021-08-01
175,4,No,1035,FIAÇÃO DE TELEFONIA - 21 ANDAR,Empresa 2,2 d,2021-07-21 00:00:00,2021-07-22 00:00:00,2021-07-22 00:00:00,2021-07-23 00:00:00,,,,Serviço não contratado,2021-08-01
176,4,No,1036,FIAÇÃO DE TELEFONIA - 22 ANDAR,Empresa 2,2 d,2021-07-28 00:00:00,2021-07-29 00:00:00,2021-08-13 00:00:00,2021-08-16 00:00:00,,,,Serviço não contratado,2021-08-01
177,4,No,1037,FIAÇÃO DE TELEFONIA - 23 ANDAR,Empresa 2,2 d,2021-08-04 00:00:00,2021-08-05 00:00:00,2021-08-03 00:00:00,2021-08-04 00:00:00,,,,Serviço não contratado,2021-08-01
178,4,No,1038,FIAÇÃO DE TELEFONIA - 24 ANDAR,Empresa 2,2 d,2021-08-11 00:00:00,2021-08-12 00:00:00,2021-08-09 00:00:00,2021-08-10 00:00:00,,,,Serviço não contratado,2021-08-01
179,4,Yes,1068,FIXAÇÃO DA ALVENARIA - 20 ANDAR,Empresa 3,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-08-13 00:00:00,2021-08-17 00:00:00,1,,,,2021-08-01
180,4,Yes,1102,EMBOÇO ÁREAS FRIAS - 20 ANDAR,Empresa 3,5 d,2021-07-14 00:00:00,2021-07-20 00:00:00,2021-08-18 00:00:00,2021-08-24 00:00:00,1,,,,2021-08-01
181,4,No,2529,CHUMBADORES PARA GRADIS DE TERRAÇOS - 20 ANDAR,Empresa 5,2 d,2021-05-13 00:00:00,2021-05-14 00:00:00,2021-07-08 00:00:00,2021-07-12 00:00:00,1,,,,2021-08-01
182,4,No,2530,CHUMBADORES PARA GRADIS DE TERRAÇOS - 21 ANDAR,Empresa 5,2 d,2021-05-20 00:00:00,2021-05-21 00:00:00,2021-07-13 00:00:00,2021-07-14 00:00:00,1,,,,2021-08-01
183,4,No,2531,CHUMBADORES PARA GRADIS DE TERRAÇOS - 22 ANDAR,Empresa 5,2 d,2021-05-27 00:00:00,2021-05-28 00:00:00,2021-07-21 00:00:00,2021-07-22 00:00:00,1,,,,2021-08-01
184,4,No,2532,CHUMBADORES PARA GRADIS DE TERRAÇOS - 23 ANDAR,Empresa 5,2 d,2021-06-04 00:00:00,2021-06-07 00:00:00,2021-07-23 00:00:00,2021-07-26 00:00:00,1,,,,2021-08-01
185,4,No,2533,CHUMBADORES PARA GRADIS DE TERRAÇOS - 24 ANDAR,Empresa 5,2 d,2021-06-11 00:00:00,2021-06-14 00:00:00,2021-07-28 00:00:00,2021-07-29 00:00:00,1,,,,2021-08-01
186,4,No,2562,GRADIL DE TERRAÇOS - 19 ANDAR,Empresa 5,3 d,2021-05-10 00:00:00,2021-05-12 00:00:00,2021-07-08 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
187,4,No,2563,GRADIL DE TERRAÇOS - 20 ANDAR,Empresa 5,3 d,2021-05-17 00:00:00,2021-05-19 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,1,,,,2021-08-01
188,4,No,2564,GRADIL DE TERRAÇOS - 21 ANDAR,Empresa 5,3 d,2021-05-24 00:00:00,2021-05-26 00:00:00,2021-07-19 00:00:00,2021-07-21 00:00:00,1,,,,2021-08-01
189,4,No,2565,GRADIL DE TERRAÇOS - 22 ANDAR,Empresa 5,3 d,2021-05-31 00:00:00,2021-06-02 00:00:00,2021-07-23 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
190,4,No,2566,GRADIL DE TERRAÇOS - 23 ANDAR,Empresa 5,3 d,2021-06-08 00:00:00,2021-06-10 00:00:00,2021-07-28 00:00:00,2021-07-30 00:00:00,1,,,,2021-08-01
191,4,No,2567,GRADIL DE TERRAÇOS - 24 ANDAR,Empresa 5,3 d,2021-06-15 00:00:00,2021-06-17 00:00:00,2021-08-02 00:00:00,2021-08-04 00:00:00,1,,,,2021-08-01
192,4,No,3128,PRUMADA DE COMBATE A INCÊNDIOS - 24 ANDAR,Empresa 2,2 d,2021-05-24 00:00:00,2021-05-25 00:00:00,2021-07-07 00:00:00,2021-07-08 00:00:00,1,,,,2021-08-01
193,4,No,3129,PRUMADA DE COMBATE A INCÊNDIOS - 25 ANDAR,Empresa 2,2 d,2021-05-31 00:00:00,2021-06-01 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
194,4,No,3130,PRUMADA DE COMBATE A INCÊNDIOS - 26 ANDAR,Empresa 2,2 d,2021-06-08 00:00:00,2021-06-09 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,1,,,,2021-08-01
195,4,No,3131,PRUMADA DE COMBATE A INCÊNDIOS - 27 ANDAR,Empresa 2,2 d,2021-06-14 00:00:00,2021-06-15 00:00:00,2021-07-19 00:00:00,2021-07-20 00:00:00,1,,,,2021-08-01
196,4,No,3132,PRUMADA DE COMBATE A INCÊNDIOS - 28 ANDAR,Empresa 2,2 d,2021-06-21 00:00:00,2021-06-22 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
197,4,No,3133,PRUMADA DE COMBATE A INCÊNDIOS - 29 ANDAR,Empresa 2,2 d,2021-06-28 00:00:00,2021-06-29 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
198,4,No,3134,PRUMADA DE COMBATE A INCÊNDIOS - 30 ANDAR,Empresa 2,2 d,2021-07-05 00:00:00,2021-07-06 00:00:00,2021-08-09 00:00:00,2021-08-10 00:00:00,1,,,,2021-08-01
199,4,No,3135,PRUMADA DE COMBATE A INCÊNDIOS - 31 ANDAR,Empresa 2,2 d,2021-07-13 00:00:00,2021-07-14 00:00:00,2021-08-16 00:00:00,2021-08-17 00:00:00,0.75,,2021-08-20 00:00:00,,2021-08-01
200,4,Yes,3157,CONTRAPISO EM HALL DE SERVIÇO - 19 ANDAR,Empresa 4,3 d,2021-05-26 00:00:00,2021-05-28 00:00:00,2021-07-15 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
201,4,Yes,3158,CONTRAPISO EM HALL DE SERVIÇO - 20 ANDAR,Empresa 4,3 d,2021-06-02 00:00:00,2021-06-07 00:00:00,2021-07-07 00:00:00,2021-07-12 00:00:00,1,,,,2021-08-01
202,4,Yes,3159,CONTRAPISO EM HALL DE SERVIÇO - 21 ANDAR,Empresa 4,3 d,2021-06-10 00:00:00,2021-06-14 00:00:00,2021-07-22 00:00:00,2021-07-26 00:00:00,1,,,,2021-08-01
203,4,Yes,3160,CONTRAPISO EM HALL DE SERVIÇO - 22 ANDAR,Empresa 4,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-08-13 00:00:00,2021-08-17 00:00:00,1,,2021-08-19 00:00:00,,2021-08-01
204,4,Yes,3161,CONTRAPISO EM HALL DE SERVIÇO - 23 ANDAR,Empresa 4,3 d,2021-06-24 00:00:00,2021-06-28 00:00:00,2021-07-29 00:00:00,2021-08-02 00:00:00,1,,,,2021-08-01
205,4,Yes,3162,CONTRAPISO EM HALL DE SERVIÇO - 24 ANDAR,Empresa 4,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-08-06 00:00:00,2021-08-10 00:00:00,1,,2021-08-19 00:00:00,,2021-08-01
206,4,No,3713,PRUMADA DE COMBATE A INCÊNDIOS - 24 ANDAR,Empresa 2,2 d,2021-05-26 00:00:00,2021-05-27 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
207,4,No,3714,PRUMADA DE COMBATE A INCÊNDIOS - 25 ANDAR,Empresa 2,2 d,2021-06-02 00:00:00,2021-06-04 00:00:00,2021-07-14 00:00:00,2021-07-15 00:00:00,1,,,,2021-08-01
208,4,No,3715,PRUMADA DE COMBATE A INCÊNDIOS - 26 ANDAR,Empresa 2,2 d,2021-06-10 00:00:00,2021-06-11 00:00:00,2021-07-16 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
209,4,No,3716,PRUMADA DE COMBATE A INCÊNDIOS - 27 ANDAR,Empresa 2,2 d,2021-06-16 00:00:00,2021-06-17 00:00:00,2021-07-20 00:00:00,2021-07-21 00:00:00,1,,,,2021-08-01
210,4,No,3717,PRUMADA DE COMBATE A INCÊNDIOS - 28 ANDAR,Empresa 2,2 d,2021-06-23 00:00:00,2021-06-24 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
211,4,No,3718,PRUMADA DE COMBATE A INCÊNDIOS - 29 ANDAR,Empresa 2,2 d,2021-06-30 00:00:00,2021-07-01 00:00:00,2021-08-02 00:00:00,2021-08-03 00:00:00,1,,,,2021-08-01
212,4,No,3719,PRUMADA DE COMBATE A INCÊNDIOS - 30 ANDAR,Empresa 2,2 d,2021-07-07 00:00:00,2021-07-08 00:00:00,2021-08-09 00:00:00,2021-08-10 00:00:00,1,,,,2021-08-01
213,4,No,3720,PRUMADA DE COMBATE A INCÊNDIOS - 31 ANDAR,Empresa 2,2 d,2021-07-15 00:00:00,2021-07-16 00:00:00,2021-08-16 00:00:00,2021-08-17 00:00:00,0.75,,2021-08-20 00:00:00,,2021-08-01
214,4,Yes,3742,CONTRAPISO EM HALL DE SERVIÇO - 19 ANDAR,Empresa 4,3 d,2021-05-26 00:00:00,2021-05-28 00:00:00,2021-07-15 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
215,4,Yes,3743,CONTRAPISO EM HALL DE SERVIÇO - 20 ANDAR,Empresa 4,3 d,2021-06-02 00:00:00,2021-06-07 00:00:00,2021-07-07 00:00:00,2021-07-12 00:00:00,1,,,,2021-08-01
216,4,Yes,3744,CONTRAPISO EM HALL DE SERVIÇO - 21 ANDAR,Empresa 4,3 d,2021-06-10 00:00:00,2021-06-14 00:00:00,2021-07-22 00:00:00,2021-07-26 00:00:00,1,,,,2021-08-01
217,4,Yes,3745,CONTRAPISO EM HALL DE SERVIÇO - 22 ANDAR,Empresa 4,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-08-13 00:00:00,2021-08-17 00:00:00,1,,2021-08-19 00:00:00,,2021-08-01
218,4,Yes,3746,CONTRAPISO EM HALL DE SERVIÇO - 23 ANDAR,Empresa 4,3 d,2021-06-24 00:00:00,2021-06-28 00:00:00,2021-07-29 00:00:00,2021-08-02 00:00:00,1,,,,2021-08-01
219,4,Yes,3747,CONTRAPISO EM HALL DE SERVIÇO - 24 ANDAR,Empresa 4,3 d,2021-07-01 00:00:00,2021-07-05 00:00:00,2021-08-06 00:00:00,2021-08-10 00:00:00,1,,2021-08-19 00:00:00,,2021-08-01
220,4,No,4293,INSTALAÇÃO DE BATENTE PCF - 19 ANDAR,Empresa 6,3 d,2021-06-09 00:00:00,2021-06-11 00:00:00,2021-07-08 00:00:00,2021-07-13 00:00:00,1,,,,2021-08-01
221,4,No,4294,INSTALAÇÃO DE BATENTE PCF - 20 ANDAR,Empresa 6,3 d,2021-06-14 00:00:00,2021-06-16 00:00:00,2021-07-14 00:00:00,2021-07-16 00:00:00,1,,,,2021-08-01
222,4,No,4295,INSTALAÇÃO DE BATENTE PCF - 21 ANDAR,Empresa 6,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-07-19 00:00:00,2021-07-21 00:00:00,0.75,,2021-08-20 00:00:00,Falta chumbar 1  das 3 portas por pavimento,2021-08-01
223,4,No,4296,INSTALAÇÃO DE BATENTE PCF - 22 ANDAR,Empresa 6,3 d,2021-06-22 00:00:00,2021-06-24 00:00:00,2021-07-22 00:00:00,2021-07-26 00:00:00,0.75,,2021-08-20 00:00:00,Falta chumbar 1  das 3 portas por pavimento,2021-08-01
224,4,No,4297,INSTALAÇÃO DE BATENTE PCF - 23 ANDAR,Empresa 6,3 d,2021-06-25 00:00:00,2021-06-29 00:00:00,2021-07-27 00:00:00,2021-07-29 00:00:00,0.75,,2021-08-20 00:00:00,Falta chumbar 1  das 3 portas por pavimento,2021-08-01
225,4,No,4298,INSTALAÇÃO DE BATENTE PCF - 24 ANDAR,Empresa 6,3 d,2021-06-30 00:00:00,2021-07-02 00:00:00,2021-07-30 00:00:00,2021-08-03 00:00:00,0.75,,2021-08-20 00:00:00,Falta chumbar 1  das 3 portas por pavimento,2021-08-01
226,4,No,4327,CONTRAPISO EM HALL DE SERVIÇO - 19 ANDAR,Empresa 4,3 d,2021-06-14 00:00:00,2021-06-16 00:00:00,2021-07-15 00:00:00,2021-07-19 00:00:00,1,,,,2021-08-01
227,4,No,4328,CONTRAPISO EM HALL DE SERVIÇO - 20 ANDAR,Empresa 4,3 d,2021-06-17 00:00:00,2021-06-21 00:00:00,2021-07-20 00:00:00,2021-07-22 00:00:00,1,,,,2021-08-01
228,4,No,4329,CONTRAPISO EM HALL DE SERVIÇO - 21 ANDAR,Empresa 4,3 d,2021-06-22 00:00:00,2021-06-24 00:00:00,2021-07-23 00:00:00,2021-07-27 00:00:00,1,,,,2021-08-01
